package,status,declaration_version,runtime_package,export_signature_pairs,unique_declarations,distinct_exports,generic_declarations,own_generic_declarations,both_polarities_declarations,first_order_potential_declarations,entry_diagnostic_count,retained_diagnostic_count,exclusion_count,identity,container-element,value-to-container,multiple-arguments,constrained-generic,higher-order,overload-or-discriminated,unsupported
"react-lazyload","extracted-with-diagnostics","3.2.9999","react-lazyload","7","7","7","3","1","0","0","1","1","0","0","0","0","0","0","0","0","7"
"react-lazyload-youtube","extracted-with-diagnostics","1.0.9999","react-lazyload-youtube","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-lazylog","extracted-with-diagnostics","4.5.9999","react-lazylog","15","9","13","5","1","0","0","2","2","0","0","0","0","0","0","0","2","9"
"react-leaflet-fullscreen-plugin","extracted-with-diagnostics","1.0.9999","react-leaflet-fullscreen-plugin","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-leaflet-pixi-overlay","extracted-with-diagnostics","3.0.9999","react-leaflet-pixi-overlay","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-leaflet-sidebarv2","extracted-with-diagnostics","0.6.9999","react-leaflet-sidebarv2","10","5","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-lifecycle-component","extracted-with-diagnostics","2.0.9999","react-lifecycle-component","21","21","6","21","16","3","0","2","2","0","0","0","0","0","0","3","17","21"
"react-lifecycles-compat","extracted-with-diagnostics","3.0.9999","react-lifecycles-compat","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-lines-ellipsis","extracted-with-diagnostics","0.15.9999","react-lines-ellipsis","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-linkify","extracted-with-diagnostics","1.0.9999","react-linkify","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-list","extracted-with-diagnostics","0.8.9999","react-list","12","6","12","3","1","0","0","1","1","0","0","0","0","0","0","0","0","6"
"react-loadable","extracted-with-diagnostics","5.5.9999","react-loadable","11","11","11","6","2","0","0","1","1","1","0","0","0","0","0","0","0","11"
"react-loadable-visibility","extracted-with-diagnostics","3.0.9999","react-loadable-visibility","4","4","2","4","4","0","0","1","1","0","0","0","0","0","0","0","3","4"
"react-loader","extracted-with-diagnostics","2.4.9999","react-loader","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-loading-indicator","extracted-with-diagnostics","1.0.9999","react-loading-indicator","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-loading-overlay","extracted-with-diagnostics","1.0.9999","react-loading-overlay","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-longpressable","extracted-with-diagnostics","1.1.9999","react-longpressable","7","6","6","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-lottie","extracted-with-diagnostics","1.2.9999","react-lottie","6","6","5","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-mailchimp-subscribe","extracted-with-diagnostics","2.1.9999","react-mailchimp-subscribe","6","6","5","6","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-map-gl","extracted-with-diagnostics","6.1.9999","react-map-gl","124","40","108","6","1","0","0","4","4","0","0","0","0","0","0","0","2","40"
"react-markings","extracted-with-diagnostics","1.3.9999","react-markings","3","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-maskedinput","extracted-with-diagnostics","4.0.9999","react-maskedinput","7","4","7","3","1","0","0","1","1","0","0","0","0","0","0","0","0","4"
"react-masonry-layout","extracted-with-diagnostics","0.4.9999","react-masonry-layout","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"react-material-ui-form-validator","extracted-with-diagnostics","2.1.9999","react-material-ui-form-validator","41","25","37","5","1","0","0","2","2","0","0","0","0","0","0","0","2","25"
"react-mathjax","extracted-with-diagnostics","1.0.9999","react-mathjax","11","6","9","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-mce","extracted-with-diagnostics","0.6.9999","react-mce","6","3","6","3","1","0","0","2","2","0","0","0","0","0","0","0","0","3"
"react-mdl","extracted-with-diagnostics","1.7.9999","react-mdl","292","6","234","5","1","0","0","1","1","0","0","0","0","0","0","0","2","6"
"react-measure","extracted-with-diagnostics","2.0.9999","react-measure","8","8","7","5","1","0","0","1","1","0","0","0","0","0","0","0","3","7"
"react-mentions","extracted-with-diagnostics","4.4.9999","react-mentions","17","10","17","5","1","0","0","1","1","0","0","0","0","0","0","0","0","10"
"react-messenger-checkbox","extracted-with-diagnostics","0.1.9999","react-messenger-checkbox","6","3","6","3","1","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-mic","extracted-with-diagnostics","12.4.9999","react-mic","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-mixin","extracted-with-diagnostics","2.0.9999","react-mixin","7","4","7","3","3","1","1","1","1","0","1","0","0","0","1","0","0","3"
"react-modal","extracted-with-diagnostics","3.16.9999","react-modal","8","5","8","3","1","0","0","1","1","0","0","0","0","0","0","0","0","5"
"react-modal-image","extracted-with-diagnostics","2.6.9999","react-modal-image","10","5","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-modal-video","extracted-with-diagnostics","1.2.9999","react-modal-video","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-modal-view","extracted-with-diagnostics","1.1.9999","react-modal-view","12","12","11","5","1","0","0","1","1","0","0","0","0","0","0","0","2","12"
"react-motion","extracted-with-diagnostics","0.0.9999","react-motion","21","9","18","5","1","0","0","1","1","0","0","0","0","0","0","0","2","9"
"react-motion-loop","extracted-with-diagnostics","2.0.9999","react-motion-loop","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-motion-slider","extracted-with-diagnostics","0.4.9999","react-motion-slider","7","7","6","5","1","0","0","1","1","1","0","0","0","0","0","0","2","7"
"react-motion-ui-pack","extracted-with-diagnostics","0.10.9999","react-motion-ui-pack","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-native-actionsheet","extracted-with-diagnostics","2.4.9999","react-native-actionsheet","17","10","15","5","1","0","0","1","1","0","0","0","0","0","0","0","2","10"
"react-native-android-keyboard-adjust","extracted","1.0.9999","react-native-android-keyboard-adjust","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"react-native-android-taskdescription","extracted-with-diagnostics","1.0.9999","react-native-android-taskdescription","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-native-animated-progress","extracted-with-diagnostics","1.0.9999","react-native-animated-progress","2","1","2","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-native-app-link","extracted","1.0.9999","react-native-app-link","4","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"react-native-asset","extracted","2.0.9999","react-native-asset","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-audio","extracted","4.3.9999","react-native-audio","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"react-native-autocomplete-input","extracted-with-diagnostics","5.1.9999","react-native-autocomplete-input","2","1","2","1","0","0","0","2","2","0","0","0","0","0","0","0","0","1"
"react-native-awesome-card-io","extracted-with-diagnostics","0.8.9999","react-native-awesome-card-io","9","8","8","5","1","0","0","2","2","0","0","0","0","0","0","0","2","8"
"react-native-aws3","extracted","0.0.9999","react-native-aws3","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"react-native-background-downloader","extracted","2.3.9999","react-native-background-downloader","30","15","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15"
"react-native-background-timer","extracted","2.0.9999","react-native-background-timer","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"react-native-base64","extracted","0.2.9999","react-native-base64","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"react-native-bcrypt","extracted","2.4.9999","react-native-bcrypt","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11"
"react-native-bluetooth-serial","extracted-with-diagnostics","1.0.9999","react-native-bluetooth-serial","9","9","9","0","0","0","0","2","2","0","0","0","0","0","0","0","0","9"
"react-native-button","extracted-with-diagnostics","3.0.9999","react-native-button","4","4","4","3","1","0","0","2","2","0","0","0","0","0","0","0","0","4"
"react-native-calendar-picker","extracted-with-diagnostics","8.0.9999","react-native-calendar-picker","14","14","13","5","1","0","0","2","2","0","0","0","0","0","0","0","2","14"
"react-native-canvas","extracted-with-diagnostics","0.1.9999","react-native-canvas","63","54","62","5","1","0","0","2","2","0","0","0","0","0","0","0","2","54"
"react-native-channel-plugin","extracted","0.9.9999","react-native-channel-plugin","60","30","60","0","0","0","0","0","0","0","0","0","0","0","0","0","2","28"
"react-native-charts-wrapper","extracted-with-diagnostics","0.5.9999","react-native-charts-wrapper","45","5","36","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-check-box","extracted-with-diagnostics","2.1.9999","react-native-check-box","7","6","6","5","1","0","0","2","2","0","0","0","0","0","0","0","2","6"
"react-native-communications","extracted","2.2.9999","react-native-communications","6","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1"
"react-native-confetti","extracted-with-diagnostics","0.1.9999","react-native-confetti","8","8","7","5","1","0","0","1","1","0","0","0","0","0","0","0","2","8"
"react-native-config-reader","extracted","4.1.9999","react-native-config-reader","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"react-native-countdown-component","extracted-with-diagnostics","2.7.9999","react-native-countdown-component","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-crypto-js","extracted","1.0.9999","react-native-crypto-js","189","63","183","0","0","0","0","0","0","1","0","0","0","0","0","0","2","61"
"react-native-custom-tabs","extracted","0.1.9999","react-native-custom-tabs","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-datawedge-intents","extracted","0.1.9999","react-native-datawedge-intents","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"react-native-datepicker","extracted-with-diagnostics","1.7.9999","react-native-datepicker","6","6","6","3","1","0","0","3","3","0","0","0","0","0","0","0","0","6"
"react-native-dialog-input","extracted-with-diagnostics","1.0.9999","react-native-dialog-input","9","7","8","5","1","0","0","2","2","0","0","0","0","0","0","0","2","7"
"react-native-dialogflow","extracted","3.2.9999","react-native-dialogflow","23","23","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23"
"react-native-doc-viewer","extracted","2.7.9999","react-native-doc-viewer","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"react-native-dotenv","extracted","0.2.9999","react-native-dotenv","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"react-native-drawer","extracted-with-diagnostics","2.5.9999","react-native-drawer","7","7","6","5","1","0","0","2","2","0","0","0","0","0","0","0","2","7"
"react-native-easy-upgrade","extracted","0.0.9999","react-native-easy-upgrade","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"react-native-elevated-view","extracted-with-diagnostics","0.0.9999","react-native-elevated-view","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-event-source","extracted","1.1.9999","react-native-event-source","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"react-native-extra-dimensions-android","extracted","1.2.9999","react-native-extra-dimensions-android","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"react-native-fbsdk","extracted-with-diagnostics","3.0.9999","react-native-fbsdk","89","62","86","5","1","0","0","2","2","0","0","0","0","0","0","0","4","61"
"react-native-fetch-blob","extracted","0.10.9999","react-native-fetch-blob","351","110","349","6","0","0","0","0","0","0","0","0","0","0","0","0","6","109"
"react-native-file-type","extracted","1.0.9999","react-native-file-type","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-flip-card","extracted-with-diagnostics","3.5.9999","react-native-flip-card","7","6","6","6","1","0","0","2","2","0","0","0","0","0","0","0","2","6"
"react-native-form","extracted-with-diagnostics","2.1.9999","react-native-form","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-get-random-values","extracted","1.8.9999","react-native-get-random-values","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"react-native-global-props","extracted-with-diagnostics","1.1.9999","react-native-global-props","19","19","19","0","0","0","0","1","1","0","0","0","0","0","0","0","0","19"
"react-native-google-signin","extracted-with-diagnostics","1.0.9999","react-native-google-signin","14","11","14","3","1","0","0","2","2","0","0","0","0","0","0","0","0","11"
"react-native-highlight-words","extracted-with-diagnostics","1.0.9999","react-native-highlight-words","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-honeywell-scanner","extracted","1.0.9999","react-native-honeywell-scanner","4","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"react-native-html-to-pdf","extracted","0.8.9999","react-native-html-to-pdf","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-htmlview","extracted-with-diagnostics","0.16.9999","react-native-htmlview","2","2","2","1","0","0","0","2","2","0","0","0","0","0","0","0","0","2"
"react-native-huawei-protected-apps","extracted","0.0.9999","react-native-huawei-protected-apps","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-i18n","extracted-with-diagnostics","2.0.9999","react-native-i18n","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1"
"react-native-image-gallery","extracted-with-diagnostics","2.1.9999","react-native-image-gallery","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-immersive","extracted","1.0.9999","react-native-immersive","11","6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"react-native-indicators","extracted-with-diagnostics","0.16.9999","react-native-indicators","45","5","36","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-joi","extracted","0.0.9999","react-native-joi","643","204","499","9","9","6","2","0","0","0","2","0","0","0","0","4","74","185"
"react-native-keep-awake","extracted-with-diagnostics","2.0.9999","react-native-keep-awake","7","7","6","5","1","0","0","1","1","0","0","0","0","0","0","0","2","7"
"react-native-keyboard-spacer","extracted-with-diagnostics","0.4.9999","react-native-keyboard-spacer","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-listener","extracted-with-diagnostics","1.1.9999","react-native-listener","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-native-material-design-searchbar","extracted-with-diagnostics","1.1.9999","react-native-material-design-searchbar","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-material-dropdown","extracted-with-diagnostics","0.11.9999","react-native-material-dropdown","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-material-kit","extracted-with-diagnostics","0.5.9999","react-native-material-kit","77","11","64","5","1","0","0","2","2","0","0","0","0","0","0","0","2","11"
"react-native-material-ripple","extracted-with-diagnostics","0.9.9999","react-native-material-ripple","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-material-textfield","extracted-with-diagnostics","0.16.9999","react-native-material-textfield","36","12","33","5","1","0","0","2","2","0","0","0","0","0","0","0","2","12"
"react-native-material-ui","extracted-with-diagnostics","1.32.9999","react-native-material-ui","170","12","141","5","1","0","0","2","2","0","0","0","0","0","0","0","2","12"
"react-native-md5","extracted","1.0.9999","react-native-md5","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"react-native-modal-dropdown","extracted-with-diagnostics","1.0.9999","react-native-modal-dropdown","8","8","7","8","1","0","0","2","2","0","0","0","0","0","0","0","2","8"
"react-native-modal-filter-picker","extracted-with-diagnostics","2.1.9999","react-native-modal-filter-picker","9","7","8","7","1","0","0","2","2","0","0","0","0","0","0","0","2","7"
"react-native-modalbox","extracted-with-diagnostics","1.4.9999","react-native-modalbox","7","7","6","5","1","0","0","2","2","0","0","0","0","0","0","0","2","7"
"react-native-modals","extracted-with-diagnostics","0.22.9999","react-native-modals","78","15","68","5","1","0","0","2","2","0","0","0","0","0","0","0","2","15"
"react-native-modern-datepicker","extracted-with-diagnostics","1.0.9999","react-native-modern-datepicker","3","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3"
"react-native-multi-slider","extracted-with-diagnostics","0.3.9999","react-native-multi-slider","6","3","6","3","1","0","0","2","2","0","0","0","0","0","0","0","0","3"
"react-native-navbar","extracted-with-diagnostics","2.1.9999","react-native-navbar","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-onboarding-swiper","extracted-with-diagnostics","1.1.9999","react-native-onboarding-swiper","9","9","8","5","1","0","0","2","2","0","0","0","0","0","0","0","2","9"
"react-native-orientation","extracted","5.0.9999","react-native-orientation","12","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12"
"react-native-paypal-lib","extracted","1.0.9999","react-native-paypal-lib","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-pdf-lib","extracted","0.2.9999","react-native-pdf-lib","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"react-native-percentage-circle","extracted-with-diagnostics","1.0.9999","react-native-percentage-circle","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-photo-view","extracted-with-diagnostics","1.5.9999","react-native-photo-view","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-platform-touchable","extracted-with-diagnostics","1.1.9999","react-native-platform-touchable","20","10","18","5","1","0","0","2","2","0","0","0","0","0","0","0","2","10"
"react-native-popup-dialog","extracted-with-diagnostics","0.16.9999","react-native-popup-dialog","45","19","37","5","1","0","0","2","2","0","0","0","0","0","0","0","6","19"
"react-native-privacy-snapshot","extracted","1.0.9999","react-native-privacy-snapshot","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-pull-to-refresh","extracted-with-diagnostics","2.1.9999","react-native-pull-to-refresh","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-native-push-notification","extracted","8.1.9999","react-native-push-notification","59","30","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30"
"react-native-qrcode","extracted-with-diagnostics","0.2.9999","react-native-qrcode","5","5","4","5","1","0","0","1","1","0","0","0","0","0","0","0","2","5"
"react-native-razorpay","extracted","2.2.9999","react-native-razorpay","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"react-native-read-more-text","extracted-with-diagnostics","1.0.9999","react-native-read-more-text","9","7","8","5","1","0","0","1","1","0","0","0","0","0","0","0","2","7"
"react-native-referrer","extracted","0.1.9999","react-native-referrer","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-responsive-image","extracted-with-diagnostics","2.3.9999","react-native-responsive-image","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-rss-parser","extracted","1.4.9999","react-native-rss-parser","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-safari-view","extracted-with-diagnostics","2.0.9999","react-native-safari-view","5","5","5","0","0","0","0","1","1","0","0","0","0","0","0","0","0","5"
"react-native-scaled-image","extracted-with-diagnostics","0.0.9999","react-native-scaled-image","5","5","4","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-scrollable-tab-view","extracted-with-diagnostics","0.10.9999","react-native-scrollable-tab-view","16","6","13","5","1","0","0","2","2","0","0","0","0","0","0","0","2","6"
"react-native-sensor-manager","extracted-with-diagnostics","0.1.9999","react-native-sensor-manager","0","0","0","0","0","0","0","7","7","1","0","0","0","0","0","0","0","0"
"react-native-settings-list","extracted-with-diagnostics","1.8.9999","react-native-settings-list","18","5","15","5","1","0","0","2","2","0","0","0","0","0","0","0","2","5"
"react-native-sha1","extracted","1.2.9999","react-native-sha1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"react-native-share-extension","extracted","2.0.9999","react-native-share-extension","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"react-native-share-menu","extracted","5.0.9999","react-native-share-menu","14","10","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
